kygõ (.) viisi=pääl;3
*Nel'ja Lippu madal;3
pandi mud'u sealt käär `takka läbi;3
eei *mi^ngegi sugust;3
tule `endal ka=viil `miilde ku tõne tulettass;3
seetse päe- venna päe;3
käsid ju läbi;3
nüüd enam *keski ee *puole=tera *piale teha ei *anna e vilets *aasta onn;3
maha surema;3
aas `peidla pikkast;3
`pan'tti `siija `sisse;3
mehele naass tulõma;3
kolmõ kuninga `lauppa;3
`meeles on;3
sedä+visi maa=siss (.) sai inemis meid;3
päev päävalt;3
nigu siin ütte ilma `aigu ol'l';3
kahe+*gümme+kahe vai *kolme *aestane;3
`piäme nakkama nüid (.) eittämä;3
kuu `aega;3
`kümne ütte+dõiskme `aastase;3
ette nägema;3
s'eol=aiga;3
ol'l' üttelnü äräq;3
poolõ üül=`aiga;3
`ette `panttud;3
süä täüs;3
lavva `taadõ;3
selle ilma `aigu;3
sai sie kohe *jälle kohe (.) ko- *koppiga nahasse;3
`korjama siss `kokku;3
nigu inne soo (.) sya=`aigu ol'l' tuu kõrd;3
`seltsi `vööttud;3
vana=`aasta `õhtu;3
`nikrudi (.) minegu vanavusen;3
tuli `vällä;3
*kolme+saja ja kahe+saja *silmased;3
olõ `kuuldnu;3
ol'l' lännüq;3
enne kella kaheksad;3
hõppõ poolõq `ruubl'iq;3
`pääle `tikkuma;3
ütte marja vai seene naise;3
ole rahu;3
magamine `muan'i `sär'kki;3
kippub kallale;3
jäi järele;3
s=saa aru;3
maa `sisse;3
jääd `ilma;3
Suure Töllul;3
saab aru;3
lavva leikkuse massin;3
nuartte miässe nuar'ikkille;3
oh `elde;3
ää mehe poolest tei sedä nohh;3
`akna=usse tegemine;3
eij=ole and;3
pää=kot't' koss pää `pantti;3
*võettigi ära;3
naela=inna järel;3
sai oomiguks `valmis;3
mehele sain;3
saad käde;3
noorest peast;3
`väl'ja saad;3
os=sa jumal;3
mine jumala nimega;3
sai siss ammas `verde neil;3
`ukka läks;3
`kätte said;3
selle nimeline (.) ja selle mehe nimeline;3
oohh `oitku aeg;3
`vällä `võetti;3
`pis'ti jala=päl;3
pandi `peale;3
viis ja puul' tuhant;3
piäle `akka;3
oleks se kooli+raamat mull alles old;3
kui pal'lo;3
lät's'i mehele;3
ära `müid'i;3
suure `rahva=kohas;3
*puole=*tündri *miestelt;3
panõmõ pähä;3
näo=päle;3
rasket jalga inimene;3
ärä meelest (.) käenu maha;3
`kätte saab;3
*saima ära;3
omm meelen;3
käip mull üle jõu;3
`ol'li (.) tollõle `järgi jäettu;3
ii pääl;3
sügise=`poole;3
`õhtu+maa=puul saard;3
läksid otsast ära;3
kahe *kolme+*gümme *aastased;3
`peksa oles saan;3
see=p se ole;3
aas naeru `piale;3
oi sa irmuss;3
pää tek'k' `haigõt;3
kella ühüssa (.) `kümneni;3
jõulu=`aigo;3
`aastakka viije vana;3
kella üheni (.) ja kaheni;3
akkab pähe `kinni;3
kahe *tündri maa;3
*nel'ja=mehe *paadis;3
vil'last tuli `puuduss `kätte;3
tuleb `meele;3
üle `kümne naelased;3
`vötsid sääl (.) `järsku `järge üles;3
`surma said;3
rendi ja ostu leppingu (.) näol;3
otsast ära `vööttud;3
pisiksest piäst `suatti;3
eij=olõ *meelen;3
kaheksa *vakka+ma *posti+vahe;3
kat's' kõrra;3
läits ärä;3
partte pial;3
kahe poole *aastane;3
kyik' hobõsa är ehittedü ilosahe=ja;3
vanõmbaq=ka `vaese niq;3
`herne `panmisõ täht;3
un'i nuar'ile mehile;3
lambas käima;3
jala `valla `võtmine;3
`rukki=püüli `leiba;3
`kinni sölmittud;3
`külma `käima;3
läks (.) läks `Aidma `kõrtsu `sisse;3
kardule `võtmese aeg;3
oi sa `jummal;3
maha tapma;3
noorest peräst;3
`pandi tääl kivi `juure;3
ööd kut päävad;3
näo=pääle;3
olõks oln;3
jäi `ello;3
vörgu pea;3
annab järele;3
müüri (.) tüü tegije;3
viije=päävä talu;3
kahe+`gümne+kolme neljä `aastane;3
kahe *kolme+deist+kümme *aastane;3
jooseb alt läbi;3
aru saand;3
tõmmati (.) `vankrest un'ik maha;3
kahe+deist kolme+deist `aastane;3
käis (.) pael läbi;3
kell puol üheksa;3
sai *pääle nakkatta elule;3
`võt'tis oma ee `ette;3
`vällä `laska;3
lõhut'ti otsest maha;3
`kukkusin lakkast `allla;3
saass omettig selle ilma (.) elust=ja vaevast `valla;3
katte=kolme=naglaline;3
tu'l' õdak `pääle;3
visanu vedru `väl'lä;3
tieme maha;3
`väl'la `käidi;2
saed `ette+val'mistused kõik `val'mis;2
võetti lammas `kinni;2
läks `ümber;2
ülber=`käija;2
lased ta maha;2
pidas `kiin'ni;2
tõine ütteltti emä=auk olt tõine esä=auk;2
ei saa paratta;2
pannakse läbi;2
pidi (...) ee=e paipp `paari panema;2
pidänu aru `kokku;2
ära kadust;2
mee läksime karduleid `võtme;2
ära surnd;2
edasi elada;2
riha=all;2
tahad viel lisa;2
viis ta poodiga veel üle;2
*seitsme kaheksa+gümme;2
`löödud ris´t `pääle;2
mees kannattab=ju `väl'la;2
`tehti üsna vara;2
läksid edasi;2
*süöväd *nahka;2
`pandi `piäle;2
`kirju kuuwe;2
*võttis *naise;2
`ütles ärä;2
silma kohas;2
*muusikka=kuor;2
paneme `kokku;2
ülesse `juurida;2
`pandi koa talve `sisse;2
`looja läind;2
`peetti aru;2
tulgõ `ap'pi;2
`kukkus `väl'la;2
armas jees;2
saand (.) jalast *kinni=ja;2
sai *valmis;2
tiin täma kot'ti `lahti;2
tuleb `väl'ja;2
kaare `peale;2
`kätte saeme;2
ot'si mets ned üless;2
`kukkus `sinna kõrtsu+`duppa maha;2
üles kirjuttatta;2
lahuttas ära;2
`alla `pandud;2
taga vedand;2
`viidi üle;2
ilma `jätta;2
`lahti vetn;2
adra kül'jest;2
sai ära kitkuttud;2
`tehti maha;2
nää eläse yks umma pääd;2
`uurisid `välja;2
läbi jooksnd;2
`ütte=`muudu;2
`väl'ja vöttad;2
trukki all;2
sai laijali tõmmattud;2
ei teind meil *paatti puruks;2
panin *paugu ära;2
pillut'ti ta maha;2
`sisse lööb;2
järe=pääle säet;2
`pandi pael ala;2
i=`oska (.) `oska juu `rääkkimesega `kõikki `välla kueottada;2
jägu=p saa;2
`sisse tuld;2
`väl'la `soamine;2
`sisse kududa;2
kõige rohkem;2
`kinni kaa sidund;2
`pan'di `senna `alla;2
`luukkide=`peale;2
`pistis putket;2
lina `sisse;2
närdsu=`korjamisess;2
